CRN	Subj	Crse	Sect	Title	Prof	Day	Beg	End	Bldg	Room	(Type)	Campus	Max	Avail	WaitCount
23736	ART	09352	 1	INTERMEDIATE CERAMICS	"Thomas, Skeffington N."	TR	1700	1815	WESTBY	100	(Class)	Main	14	14	0
24003	ART	09356	 1	INTRO DIGITAL RNDR/ILLUS METH	"Jarret, Sara"	MW	800	915	WESTBY	216	(Class)	Main	0	0	0
23737	ART	09358	 1	WEB DESIGN	STAFF	MW	1830	1945	WESTBY	218	(Class)	Main	15	15	0
23738	ART	09360	 1	STORYBOARDING & ANIMATION	"Gilbert, Robby"	TR	1100	1215	WESTBY	105	(Class)	Main	7	7	0
24028	ART	09361	 1	"SCI AND MED SCULPTUREAdditional Materials Required "	"Berardi, Ryan A"	W	1700	1815	WESTBY	103	(Class)	Main	0	0	0
23735	ART	09363	 1	ADV GRAPHIC DESIGN V:PUB DSGN	STAFF	TR	1400	1515	WESTBY	219	(Class)	Main	15	15	0
23739	ART	09364	 1	ADV GRAP DESGN VI:INFO PRO PRA	"Bowman, Susan"	TR	1100	1215	WESTBY	219	(Class)	Main	15	15	0
23740	ART	09364	 2	ADV GRAP DESGN VI:INFO PRO PRA	"Sirianni, Antoinette"	MW	1400	1515	WESTBY	219	(Class)	Main	15	15	0
23741	ART	09365	 1	TIME-BASED MEDIA: ANIMATION	"Gilbert, Robby"	TR	800	915	WESTBY	105	(Class)	Main	15	15	0
23742	ART	09390	 1	STUDIO WORK IN PROG REVIEW	"Sophy, Nancy M"							Main	35	35	0
23743	ART	09401	 1	SENIOR PROJECT ART	STAFF							Main	50	50	0
23744	ART	09411	 1	"ADVANCED METALS/JEWELRYAdditional Materials Required. "	STAFF	TR	1100	1215	WESTBY	102	(Class)	Main	3	3	0
23745	ART	09419	 1	ADVANCED ILLUSTRATION	STAFF	F	800	915	WESTBY	218	(Class)	Main	1	1	0
23746	ART	09450	 1	ADVANCED CERAMICS	"Thomas, Skeffington N."	TR	1700	1815	WESTBY	100	(Class)	Main	10	10	0
24011	ART	09453	 1	INTRO TO GAME MEDIA DESIGN	"Roman, Tyler Jonathan"	TR	1700	1815	WESTBY	216	(Class)	Main	7	7	0
24023	ART	09456	 1	BIOMED ART SR THES EX&POR CAPS	"Almon, Amanda S"	TR	1100	1215	WESTBY	216	(Class)	Main	5	5	0
23747	ART	09464	 1	ADVANCED GRAPHIC DESIGN VIII:	"Zarfsaz, Mina"	W	800	915	WESTBY	219	(Class)	Main	10	10	0
23748	ART	09464	 2	ADVANCED GRAPHIC DESIGN VIII:	"Watanabe, Marisa"	W	800	915	WESTBY	218	(Class)	Main	10	10	0
23749	ART	09490	 1	BFA SENIOR THESIS EX	STAFF							Main	35	35	0
22142	ASL	01101	 1	ELEM AMERICAN SIGN LANGUAGE I	"Screven, Melissa R"	TR	1230	1345	BOZ	131	(Class)	Main	24	24	0
22145	ASL	01102	 1	"ELEM AMERICAN SIGN LANGUAGE II Prerequisite waiver available through placement interview. Contact screven@rowan.edu. "	"Frankenfield, Juliana"	MW	1700	1815	BOZ	131	(Class)	Main	24	24	0
24355	ASL	01102	 2	ELEM AMERICAN SIGN LANGUAGE II	"Quinn-Gibson, Devin"	TR	1700	1815	JAMES	2101	(Class)	Main	24	24	0
22146	ASL	01211	 1	"INTERMED AMER SIGN LANGUAGE II Prerequisite waiver available through placement interview. Contact screven@rowan.edu. "	"Screven, Melissa R"	TR	1400	1515	BOZ	130	(Class)	Main	24	24	0
24258	ASTR	11120	 1	"HONORS INTRO TO ASTRONOMYThis course requires night viewing outside of class time. "	"Herrmann, John"	TR	1400	1515	SCIENC	149	(Class)	Main	20	20	0
24259	ASTR	11120	 2	"INTRO TO ASTRONOMYThis course requires night viewing outside of class time. "	STAFF							Online	26	26	0
24260	ASTR	11120	 3	"INTRO TO ASTRONOMYThis course requires night viewing outside of class time. "	STAFF							Online	26	26	0
24261	ASTR	11120	 4	"INTRO TO ASTRONOMYThis course requires night viewing outside of class time. "	STAFF							Online	26	26	0
24262	ASTR	11120	 5	"INTRO TO ASTRONOMYThis course requires night viewing outside of class time. "	STAFF							Online	26	26	0
24263	ASTR	11120	 6	"INTRO TO ASTRONOMYThis course requires night viewing outside of class time. "	STAFF							Online	26	26	0
24383	ASTR	11120	 7	"INTRO TO ASTRONOMYThis course requires night viewing outside of class time. "	STAFF							Online	26	26	0
24384	ASTR	11120	 8	"INTRO TO ASTRONOMYThis course requires night viewing outside of class time. "	STAFF							Online	26	26	0
24385	ASTR	11120	 9	"INTRO TO ASTRONOMYThis course requires night viewing outside of class time. "	STAFF							Online	26	26	0
24159	ASTR	11230	 1	"INTRODUCTORY ASTROPHYSICSCourse may require night viewing outside of class time. "	"Klassen, David R."	TR	1400	1515	SCIENC	144	(Class)	Main	24	24	0
24160	ASTR	11302	 1	STELLAR ASTROPHYSICS	"Klassen, David R."	TR	930	1045	SCIENC	144	(Class)	Main	14	14	0
20267	ATR	00210	 1	FOUNDATION IN SPORT MEDICINE I	"Mann, Douglas P."	TR	930	1045	JAMES	1056	(Class)	Main	30	30	0
20281	ATR	00340	 1	FOUNDATIONS SPORT MEDICINE III	"Sterner, Robert Lance"	MW	930	1045	JAMES	1146	(Class)	Main	30	30	0
20282	ATR	00347	 1	APPLIED BIOMECHANICS	"Uygur, Mehmet"	MW	930	1045	JAMES	1056	(Class)	Main	30	30	0
20283	ATR	00347	 2	APPLIED BIOMECHANICS	"Uygur, Mehmet"	MW	1100	1215	JAMES	1056	(Class)	Main	30	30	0
20284	ATR	00347	 3	APPLIED BIOMECHANICS	"Sterner, Robert Lance"	MW	800	915	JAMES	1056	(Class)	Main	30	30	0
20285	ATR	00477	 1	"PSYCHOSOC ASPECTS PHYS ACTIVTYThis class will have face-to-face meetings on Fridays3:30PM - 6:30 PM 2/9, 3/22, 4/19 James 1146. "	"Czyznikiewicz, Vicky L"	F	1530	1830	JAMES	1146	(Class)	Main	30	30	0
20286	ATR	00521	 1	CLINICIAL ASSESSMENT III	"Mann, Douglas P."	MW	800	915	JAMES	1020	(Class)	Main	20	20	0
20287	ATR	00526	 1	HLTHCARE MGT/QUALITY IMPROVMNT	"Christy, Kenneth E."	F	800	915	JAMES	2096	(Class)	Main	20	20	0
20288	ATR	00533	 1	THERAPEUTIC INTERVENTIONS II	"Sterner, Robert Lance Christy, Kenneth E. "	TR	1100	1215	JAMES	1019	(Class)	Main	20	20	0
20289	ATR	00538	 1	RESIDENCY ATHLETIC TRAINING II	STAFF							Off-campus	20	20	0
20290	ATR	00538	 2	RESIDENCY ATHLETIC TRAINING II	STAFF							Off-campus	0	0	0
20291	ATR	00538	 3	RESIDENCY ATHLETIC TRAINING II	STAFF							Off-campus	0	0	0
20292	ATR	00538	 4	RESIDENCY ATHLETIC TRAINING II	STAFF							Off-campus	0	0	0
20293	ATR	00538	 5	RESIDENCY ATHLETIC TRAINING II	STAFF							Off-campus	0	0	0
20294	ATR	00538	 6	RESIDENCY ATHLETIC TRAINING II	STAFF							Off-campus	0	0	0
20295	ATR	00538	 7	RESIDENCY ATHLETIC TRAINING II	STAFF							Off-campus	0	0	0
20296	ATR	00538	 8	RESIDENCY ATHLETIC TRAINING II	STAFF							Off-campus	0	0	0
20297	ATR	00538	 9	RESIDENCY ATHLETIC TRAINING II	STAFF							Off-campus	0	0	0
20298	ATR	00538	 10	RESIDENCY ATHLETIC TRAINING II	STAFF							Off-campus	0	0	0
20299	ATR	00541	 1	FELLOWSHIP ATHLETIC TRAIN'G II	STAFF							Off-campus	20	20	0
20300	ATR	00541	 2	FELLOWSHIP ATHLETIC TRAIN'G II	STAFF							Off-campus	0	0	0
20301	ATR	00541	 3	FELLOWSHIP ATHLETIC TRAIN'G II	STAFF							Off-campus	0	0	0
20302	ATR	00541	 4	FELLOWSHIP ATHLETIC TRAIN'G II	STAFF							Off-campus	0	0	0
20303	ATR	00541	 5	FELLOWSHIP ATHLETIC TRAIN'G II	STAFF							Off-campus	0	0	0
20304	ATR	00541	 6	FELLOWSHIP ATHLETIC TRAIN'G II	STAFF							Off-campus	0	0	0
20305	ATR	00541	 7	FELLOWSHIP ATHLETIC TRAIN'G II	STAFF							Off-campus	0	0	0
20306	ATR	00541	 8	FELLOWSHIP ATHLETIC TRAIN'G II	STAFF							Off-campus	0	0	0
20307	ATR	00541	 9	FELLOWSHIP ATHLETIC TRAIN'G II	STAFF							Off-campus	0	0	0
20308	ATR	00561	 1	GRAD STUDENT RESEARCH PROJ II	"Mann, Douglas P."							Main	5	5	0
20309	ATR	00561	 2	GRAD STUDENT RESEARCH PROJ II	"Dankel, Scott Justin"							Main	5	5	0
20310	ATR	00561	 3	GRAD STUDENT RESEARCH PROJ II	"Bullard, JoAnne Barbieri"							Main	5	5	0
20311	ATR	00561	 4	GRAD STUDENT RESEARCH PROJ II	"Longo, Jennifer Ann"							Main	5	5	0
20312	ATR	00561	 5	GRAD STUDENT RESEARCH PROJ II	"Klein, Dylan J"							Main	5	5	0
20313	ATR	00561	 6	GRAD STUDENT RESEARCH PROJ II	"Kim, SoJung"							Main	5	5	0
20314	ATR	00570	 1	SEM IN HLTHCRE INTER PROF ED	"Sterner, Robert Lance"							Online	20	20	0
23377	BINF	05355	 1	BIOINFORMAT: BIOL APPLICATIONS	"Chen, Yong"	TR	1400	1515	DISCOV	411	(Class)	Main	18	18	0
23378	BINF	05360	 1	PROGRAM FOR MOLECULAR BIOL	STAFF							Main	0	0	0
23379	BINF	05555	 1	BIOINFORMATICS: ADV BIO APPS	"Chen, Yong"	TR	1400	1515	DISCOV	411	(Class)	Main	10	10	0
23380	BINF	05560	 1	ADV PRG MOLECULAR BIOLOGY	STAFF							Main	0	0	0
23381	BINF	07501	 1	MS THESIS RESEARCH 1	"Nucci, Nathaniel V"							Main	6	6	0
23382	BINF	07502	 1	MS THESIS RESEARCH 2	"Nucci, Nathaniel V"							Main	6	6	0
23383	BINF	07503	 1	MS THESIS RESEARCH 3	STAFF							Main	0	0	0
23384	BINF	07504	 1	MS THESIS RESEARCH 4	"Nucci, Nathaniel V"							Main	6	6	0
23385	BINF	07505	 1	MS THESIS RESEARCH 5	"Nucci, Nathaniel V"							Main	6	6	0
23386	BIOL	01100	 1C	"BIOLOGY IFor Kingsway Regional High School Dual Credit. "	STAFF							Off-campus	20	20	0
23387	BIOL	01104	 1	"INTRO EVOL/SCI INQUIRY-RSFirst-time undergraduate students only. "	"Travis, Matthew P"	TR	930	1045	SCIENC	232	(Lecture)	Main	26	26	0
23388	BIOL	01104	 2	"INTRO EVOL/SCI INQUIRY-RSFirst-time undergraduate students only. "	"Travis, Matthew P"	MW	930	1045	SCIENC	232	(Lecture)	Main	26	26	0
23389	BIOL	01104	 3	INTRO EVOL/SCIENTIFIC INQUIRY	"Grove, Michael W."	MW	1230	1345	SCIENC	226	(Lecture)	Main	26	26	0
23390	BIOL	01104	 4	INTRO EVOL/SCIENTIFIC INQUIRY	STAFF							Online	30	30	0
23391	BIOL	01104	 5	INTRO EVOL/SCIENTIFIC INQUIRY	STAFF							Online	30	30	0
23392	BIOL	01106	 1	INTRODUCTION TO GENETICS	"O'Brien, Terry"	MW	800	915	SCIENC	218	(Lecture)	Main	24	24	0
23393	BIOL	01106	 2	INTRODUCTION TO GENETICS	"O'Brien, Terry"	MW	1230	1345	SCIENC	218	(Lecture)	Main	24	24	0
23394	BIOL	01106	 3	HONORS INTRO TO GENETICS	"DiStefano, Ginnene M"	TR	1100	1215	SCIENC	220	(Class)	Main	20	20	0
23395	BIOL	01106	 4	INTRODUCTION TO GENETICS	"DiStefano, Ginnene M"							Online	28	28	0
23396	BIOL	01106	 5	INTRODUCTION TO GENETICS	STAFF							Online	28	28	0
23397	BIOL	01106	 6	INTRODUCTION TO GENETICS	STAFF							Online	28	28	0
23398	BIOL	01110	 1	HUMAN BIOLOGY	STAFF	TR	1700	1815	DISCOV	409	(Class)	Main	0	0	0
23399	BIOL	01113	 1	"GENERAL BIO-HUMAN FOCUSMust take with BIOL L1113 - 1 "	STAFF							Online	28	28	0
23400	BIOL	01113	 2	"GENERAL BIO-HUMAN FOCUSMust take with BIOL L1113 - 2 "	STAFF							Online	28	28	0
23401	BIOL	01113	 3	"GENERAL BIO-HUMAN FOCUSMust take with BIOL L1113 - 3 "	STAFF							Online	28	28	0
23402	BIOL	01113	 4	"GENERAL BIO-HUMAN FOCUSMust take with BIOL L1113 - 4 "	STAFF							Online	28	28	0
23403	BIOL	01113	 5	GENERAL BIO-HUMAN FOCUS	"Danso, Cara N"	TR	1230	1345	DISCOV	101	(Lecture)	Main	28	28	0
23404	BIOL	01113	 6	GENERAL BIO-HUMAN FOCUS	"Danso, Cara N"	TR	1230	1345	DISCOV	101	(Lecture)	Main	28	28	0
23405	BIOL	01113	 7	GENERAL BIO-HUMAN FOCUS	STAFF	TR	1400	1515	DISCOV	409	(Lecture)	Main	28	28	0
23406	BIOL	01113	 8	GENERAL BIO-HUMAN FOCUS	STAFF	TR	1400	1515	DISCOV	409	(Lecture)	Main	28	28	0
23407	BIOL	01113	 9	GENERAL BIO-HUMAN FOCUS	STAFF	MW	1830	1945	DISCOV	101	(Lecture)	Main	28	28	0
23408	BIOL	01113	 10	GENERAL BIO-HUMAN FOCUS	STAFF	MW	1830	1945	DISCOV	101	(Lecture)	Main	28	28	0
23409	BIOL	01113	 11	GENERAL BIO-HUMAN FOCUS	STAFF	MW	1700	1815	DISCOV	101	(Lecture)	Main	28	28	0
23410	BIOL	01113	 12	GENERAL BIO-HUMAN FOCUS	STAFF	MW	1700	1815	DISCOV	101	(Lecture)	Main	28	28	0
23411	BIOL	01203	 1	INTRODUCTION TO CELL BIOLOGY	"Eaton, Gregory J."	MW	1100	1215	SCIENC	206	(Lecture)	Main	26	26	0
23412	BIOL	01203	 2	INTRODUCTION TO CELL BIOLOGY	"Petersen, Christylynn Lynn"	M	1400	1515	SCIENC	206	(Lab)	Main	26	26	0
23413	BIOL	01203	 3	INTRODUCTION TO CELL BIOLOGY	"Smith, Summer Laura"							Online	30	30	0
23415	BIOL	01204	 1	INTRODUCTION TO ECOLOGY	"Ruhl, Nathan A"	MW	800	915	SCIENC	252	(Class)	Main	24	24	0
23416	BIOL	01204	 2	INTRODUCTION TO ECOLOGY	"Tsoukalis, Costantinos"	MW	1530	1645	SCIENC	239	(Class)	Main	24	24	0
23417	BIOL	01204	 3	INTRODUCTION TO ECOLOGY	"Padden, Harry"	MW	800	915	SCIENC	241	(Lecture)	Main	24	24	0
23418	BIOL	01204	 4	INTRODUCTION TO ECOLOGY	"Thomas, Shelly"	TR	930	1045	SCIENC	226	(Class)	Main	24	24	0
23419	BIOL	01204	 5	INTRODUCTION TO ECOLOGY	"Thomas, Shelly"	TR	1230	1345	SCIENC	226	(Class)	Main	24	24	0
23420	BIOL	01204	 6	INTRODUCTION TO ECOLOGY	"Ruhl, Nathan A"							Online	24	24	0
23421	BIOL	01204	 7	INTRODUCTION TO ECOLOGY	"Oberle, Jennifer Ann"							Online	0	0	0
23422	BIOL	01301	 1	DATA SCIENCE FOR BIOLOGISTS	"Wright, Sara Jeanes"	MW	1100	1215	DISCOV	409	(Class)	Main	24	24	0
23423	BIOL	01301	 2	DATA SCIENCE FOR BIOLOGISTS	"Wright, Sara Jeanes"	TR	1100	1215	DISCOV	409	(Class)	Main	24	24	0
23424	BIOL	01310	 1	ADVANCED EVOLUTION	"Travis, Matthew P"	MW	1230	1345	SCIENC	241	(Lecture)	Main	26	26	0
23425	BIOL	01356	 1	"PARASITOLOGYRCBC 3+1 students only. "	"Meadows, Laurie Shannon"	TR	1230	1345	BCSB	115	(Lecture)	Rowan College at Burlington	26	26	0
23427	BIOL	01430	 1	ADVANCED CELL BIOLOGY	"Eaton, Gregory J."	TR	930	1045	SCIENC	206	(Lecture)	Main	26	26	0
23428	BIOL	01445	 1	"SPEC TOPICS BIO SCI-WIHuman Endoparasites "	"Carroll, Jill"	MW	1530	1645	DISCOV	415	(Class)	Main	20	20	0
23429	BIOL	01445	 2	"SPEC TOPICS BIO SCI-WIMicrobiology of Beer and Beverage "	"Farber, Matthew John"	MW	930	1045	DISCOV	411	(Class)	Main	20	20	0
23430	BIOL	01445	 3	"SPEC TOPICS BIO SCI-WIMicrobiology of Beer and Beverage "	"Farber, Matthew John"	MW	1100	1215	DISCOV	411	(Class)	Main	20	20	0
23431	BIOL	01445	 4	"SPEC TOPICS BIO SCI-WIThe Neural Bases of Animal Behavior "	"Hough, Gerald Edward"	TR	1230	1345	SCIENC	241	(Class)	Main	20	20	0
23432	BIOL	01445	 5	SPEC TOPICS BIO SCI-WI	"Oxler, Steven J"	MW	1530	1645	DISCOV	101	(Class)	Main	20	20	0
23433	BIOL	01445	 6	SPEC TOPICS BIO SCI-WI	STAFF	TR	1830	1945	DISCOV	409	(Class)	Main	20	20	0
23434	BIOL	01445	 7	"SPEC TOPICS BIO SCI-WIRCBC 3+1 students only. "	"Jayatilleke, Mala Padmini"		BCSB					Rowan College at Burlington	20	20	0
23435	BIOL	01454	 1	HERPETOLOGY	"Bealor, Matthew Thomas"	MF	930	1045	SCIENC	241	(Lecture)	Main	24	24	0
23436	BIOL	01465	 1	ANIMAL HISTOLOGY	"Ciaciarelli, Alexander Anthony"	TR	930	1045	SCIENC	239	(Class)	Main	24	24	0
23437	BIOL	01470	 1	ICHTHYOLOGY	"Bealor, Matthew Thomas"	MR	1400	1515	SCIENC	241	(Lecture)	Main	24	24	0
23438	BIOL	01475	 1	BIOLOGY LAB/FIELD RESEARCH	"Grove, Michael W."							Main	0	0	0
23440	BIOL	07301	 1	COMP VERTBRT ANATOMY	"Holbrook, Luke T."	MW	1530	1645	SCIENC	232	(Lecture)	Main	24	24	0
23441	BIOL	10210	 1	"HUMAN ANAT & PHYSIOLOGY IMust take with BIOL L0210-1. "	STAFF							Online	28	28	0
23442	BIOL	10210	 2	"HUMAN ANAT & PHYSIOLOGY IMust take with BIOL L0210-2. "	STAFF							Online	28	28	0
23443	BIOL	10210	 3	"HUMAN ANAT & PHYSIOLOGY IMust take with BIOL L0210-3. "	STAFF							Online	28	28	0
23444	BIOL	10210	 4	HUMAN ANAT & PHYSIOLOGY I	STAFF	MW	800	915	DISCOV	101	(Lecture)	Main	28	28	0
23445	BIOL	10210	 5	HUMAN ANAT & PHYSIOLOGY I	STAFF	MW	800	915	DISCOV	101	(Lecture)	Main	28	28	0
23446	BIOL	10210	 6	HUMAN ANAT & PHYSIOLOGY I	STAFF	TR	930	1045	DISCOV	101	(Lecture)	Main	28	28	0
23447	BIOL	10210	 7	HUMAN ANAT & PHYSIOLOGY I	STAFF	TR	930	1045	DISCOV	101	(Lecture)	Main	28	28	0
23449	BIOL	10212	 1	"HUMAN ANAT & PHYSIOLOGY IIMust take with BIOL L0212-1. "	STAFF							Online	28	28	0
23450	BIOL	10212	 2	"HUMAN ANAT & PHYSIOLOGY IIMust take with BIOL L0212-2. "	STAFF							Online	28	28	0
23455	BIOL	10212	 3	"HUMAN ANAT & PHYSIOLOGY IIHES majors only. "	STAFF	MW	930	1045	DISCOV	101	(Class)	Main	28	28	0
23451	BIOL	10212	 4	HUMAN ANAT & PHYSIOLOGY II	STAFF	MW	930	1045	DISCOV	101	(Class)	Main	28	28	0
23456	BIOL	10212	 5	"HUMAN ANAT & PHYSIOLOGY IIHES majors only. "	STAFF	MW	1400	1515	DISCOV	101	(Class)	Main	28	28	0
23452	BIOL	10212	 6	HUMAN ANAT & PHYSIOLOGY II	STAFF	MW	1400	1515	DISCOV	101	(Class)	Main	28	28	0
23457	BIOL	10212	 7	"HUMAN ANAT & PHYSIOLOGY IIHES majors only. "	"Stewart, William J"	TR	800	915	DISCOV	101	(Class)	Main	28	28	0
23453	BIOL	10212	 8	HUMAN ANAT & PHYSIOLOGY II	"Stewart, William J"	TR	800	915	DISCOV	101	(Class)	Main	28	28	0
23458	BIOL	10212	 9	"HUMAN ANAT & PHYSIOLOGY IIHES majors only. "	STAFF	TR	1100	1215	DISCOV	101	(Class)	Main	28	28	0
23454	BIOL	10212	 10	HUMAN ANAT & PHYSIOLOGY II	STAFF	TR	1100	1215	DISCOV	101	(Class)	Main	28	28	0
23448	BIOL	10212	 1C	"HUMAN ANAT & PHYSIOLOGY IIFor Kingsway Regional High School Dual Credit.Must take with BIOL L0212 1C "	STAFF							Off-campus	20	20	0
23459	BIOL	11330	 1	MICROBIOLOGY	"Danso, Cara N"	M	930	1045	SCIENC	204	(Lab)	Main	26	26	0
23460	BIOL	11330	 2	MICROBIOLOGY	STAFF	MW	1530	1645	SCIENC	204	(Class)	Main	26	26	0
23461	BIOL	11330	 3	MICROBIOLOGY	STAFF	TR	1230	1345	SCIENC	204	(Class)	Main	26	26	0
23462	BIOL	11330	 4	MICROBIOLOGY	STAFF	TR	1700	1815	SCIENC	204	(Class)	Main	26	26	0
23463	BIOL	14440	 1	INTRO TO BIOCHEMISTRY	"DiStefano, Ginnene M"	TR	1530	1645	DISCOV	411	(Class)	Main	23	23	0
23464	BIOL	14540	 1	INTRO BIOCHEMISTRY	"DiStefano, Ginnene M"	TR	1530	1645	DISCOV	411	(Class)	Main	3	3	0
23465	BIOL	18304	 1	PINE BARRENS ECOLOGY	"Ruhl, Nathan A"	TR	1400	1515	SCIENC	252	(Class)	Main	24	24	0
23466	BIOL	18360	 1	INTRO MARINE BIOLOGY	STAFF							Main	0	0	0
23426	BIOL	20330	 1	ENVIRONMENTAL SCIENCE	"Thomas, Shelly"	MW	930	1045	SCIENC	226	(Class)	Main	24	24	0
23467	BIOL	22335	 1	ADVANCED GENETICS	"Carroll, Jill"	MW	800	915	SCIENC	206	(Class)	Main	26	26	0
23468	BIOL	22335	 2	"ADVANCED GENETICSRCBC 3+1 students only. "	"Tokazewski, Anne M"	MW	1100	1215	BCSB	218	(Lecture)	Rowan College at Burlington	26	26	0
23469	BIOL	L0210	 1	"LAB HUM ANAT & PHYS IMust take with BIOL 10210-1. "	STAFF							Online	30	30	0
23470	BIOL	L0210	 2	"LAB HUM ANAT & PHYS IMust take with BIOL 10210-2. "	STAFF							Online	30	30	0
23471	BIOL	L0210	 3	"LAB HUM ANAT & PHYS IMust take with BIOL 10210-3. "	STAFF							Online	30	30	0
23472	BIOL	L0210	 4	LAB HUM ANAT & PHYS I	STAFF	M	1230	1345	DISCOV	401	(Lab)	Main	28	28	0
23473	BIOL	L0210	 5	LAB HUM ANAT & PHYS I	"Stewart, William J"	T	1100	1215	DISCOV	401	(Lab)	Main	28	28	0
23474	BIOL	L0210	 6	LAB HUM ANAT & PHYS I	STAFF	W	800	915	DISCOV	401	(Lab)	Main	30	30	0
23475	BIOL	L0210	 7	LAB HUM ANAT & PHYS I	STAFF	R	800	915	DISCOV	401	(Lab)	Main	28	28	0
23477	BIOL	L0212	 1	"LAB HUM ANAT & PHYS IIMust take with BIOL 10212-1. "	STAFF							Online	28	28	0
23478	BIOL	L0212	 2	"LAB HUM ANAT & PHYS IIMust take with 22887 BIOL 10212 2. "	STAFF							Online	28	28	0
23479	BIOL	L0212	 3	"LAB HUM ANAT & PHYS IIHES majors only. "	STAFF	M	1530	1645	DISCOV	401	(Lab)	Main	14	14	0
23487	BIOL	L0212	 4	LAB HUM ANAT & PHYS II	STAFF	M	1530	1645	DISCOV	401	(Lab)	Main	14	14	0
23480	BIOL	L0212	 5	"LAB HUM ANAT & PHYS IIHES majors only. "	STAFF	T	800	915	DISCOV	401	(Lab)	Main	14	14	0
23488	BIOL	L0212	 6	LAB HUM ANAT & PHYS II	STAFF	T	800	915	DISCOV	401	(Lab)	Main	14	14	0
23481	BIOL	L0212	 7	"LAB HUM ANAT & PHYS IIHES majors only. "	STAFF	T	1530	1645	DISCOV	401	(Lab)	Main	14	14	0
23489	BIOL	L0212	 8	LAB HUM ANAT & PHYS II	STAFF	T	1530	1645	DISCOV	401	(Lab)	Main	14	14	0
23482	BIOL	L0212	 9	"LAB HUM ANAT & PHYS IIHES majors only. "	STAFF	W	1530	1645	DISCOV	401	(Lab)	Main	14	14	0
23490	BIOL	L0212	 10	LAB HUM ANAT & PHYS II	STAFF	W	1530	1645	DISCOV	401	(Lab)	Main	14	14	0
23483	BIOL	L0212	 11	"LAB HUM ANAT & PHYS IIHES majors only. "	STAFF	R	1230	1345	DISCOV	401	(Lab)	Main	14	14	0
23491	BIOL	L0212	 12	LAB HUM ANAT & PHYS II	STAFF	R	1230	1345	DISCOV	401	(Lab)	Main	14	14	0
23484	BIOL	L0212	 13	"LAB HUM ANAT & PHYS IIHES majors only. "	STAFF	R	1530	1645	DISCOV	401	(Lab)	Main	14	14	0
23492	BIOL	L0212	 14	LAB HUM ANAT & PHYS II	STAFF	R	1530	1645	DISCOV	401	(Lab)	Main	14	14	0
23485	BIOL	L0212	 15	"LAB HUM ANAT & PHYS IIHES majors only. "	STAFF	F	800	915	DISCOV	401	(Lab)	Main	14	14	0
23493	BIOL	L0212	 16	LAB HUM ANAT & PHYS II	STAFF	F	800	915	DISCOV	401	(Lab)	Main	14	14	0
23486	BIOL	L0212	 17	"LAB HUM ANAT & PHYS IIHES majors only. "	STAFF	F	1100	1215	DISCOV	401	(Lab)	Main	14	14	0
23494	BIOL	L0212	 18	LAB HUM ANAT & PHYS II	STAFF	F	1100	1215	DISCOV	401	(Lab)	Main	14	14	0
23476	BIOL	L0212	 1C	"LAB HUM ANAT & PHYS IIFor Kingsway Regional High School Dual Credit.Must take with BIOL 10212 - 1C "	STAFF							Off-campus	20	20	0
23497	BIOL	L1113	 1	"LAB GENERAL BIO HUMAN FOCUSMust take with BIOL 01113-1. "	STAFF							Online	28	28	0
23498	BIOL	L1113	 2	"LAB GENERAL BIO HUMAN FOCUSMust take with BIOL 01113-2. "	STAFF							Online	28	28	0
23499	BIOL	L1113	 3	"LAB GENERAL BIO HUMAN FOCUSMust take with BIOL 01113-2. "	STAFF							Online	28	28	0
23500	BIOL	L1113	 4	"LAB GENERAL BIO HUMAN FOCUSMust take with BIOL 01113-4. "	STAFF							Online	28	28	0
23501	BIOL	L1113	 5	LAB GENERAL BIO HUMAN FOCUS	STAFF	M	1100	1215	DISCOV	403	(Lab)	Main	28	28	0
23502	BIOL	L1113	 6	LAB GENERAL BIO HUMAN FOCUS	STAFF	M	1530	1645	DISCOV	403	(Lab)	Main	28	28	0
23503	BIOL	L1113	 7	LAB GENERAL BIO HUMAN FOCUS	STAFF	T	930	1045	DISCOV	403	(Lab)	Main	28	28	0
23504	BIOL	L1113	 8	LAB GENERAL BIO HUMAN FOCUS	STAFF	T	1530	1645	DISCOV	403	(Lab)	Main	28	28	0
23505	BIOL	L1113	 9	LAB GENERAL BIO HUMAN FOCUS	STAFF	W	1100	1215	DISCOV	403	(Lab)	Main	28	28	0
23506	BIOL	L1113	 10	LAB GENERAL BIO HUMAN FOCUS	STAFF	W	1700	1815	DISCOV	403	(Lab)	Main	28	28	0
23507	BIOL	L1113	 11	LAB GENERAL BIO HUMAN FOCUS	STAFF	R	1230	1345	DISCOV	403	(Lab)	Main	28	28	0
23508	BIOL	L1113	 12	LAB GENERAL BIO HUMAN FOCUS	STAFF	F	930	1045	DISCOV	403	(Lab)	Main	28	28	0
20681	BLED	40405	 1	CUR POLICY/PRAC ESL/BILING ED	"Linares, Rebecca Elizabeth"							Online	20	20	0
20682	BLED	40412	 1	LIN & SEC LAN ACQUIS TCHG LANG	"Hoffman, Brooke Yvette"	F	1100	1215	JAMES	1081	(Class)	Main	20	20	0
20683	BLED	40415	 1	"UND IMMIG, BILIN/ENG LRN STU"	STAFF							Online	20	20	0
20684	BLED	40420	 1	PLAN/TCH/ASSESS ESL CLASSRM	"Seltzer, Kate A"	R	1400	1515	JAMES	2100	(Class)	Main	20	20	0
